train,American Football,Tom Brady High School Highlights_c30,40
train,American Football,Tom Brady High School Highlights_c31,40
train,American Football,Tom Brady High School Highlights_c32,40
train,American Football,Tom Brady High School Highlights_c33,40
train,American Football,Tom Brady High School Highlights_c34,40
train,American Football,Tom Brady High School Highlights_c46,40
train,American Football,Tom Brady High School Highlights_c47,40
train,American Football,Tom Brady High School Highlights_c48,40
train,American Football,Tom Brady High School Highlights_c64,40
train,American Football,Tom Brady High School Highlights_c65,40
train,American Football,Tom Brady High School Highlights_c66,40
train,American Football,Tom Brady High School Highlights_c67,40
train,American Football,Tom Brady High School Highlights_c79,40
train,American Football,Tom Brady High School Highlights_c80,40
train,American Football,Tom Brady High School Highlights_c81,40
train,American Football,Tom Brady High School Highlights_c82,40
train,American Football,Tom Brady High School Highlights_c83,40
train,American Football,Tom Brady High School Highlights_c94,40
train,American Football,Tom Brady High School Highlights_c95,40
train,American Football,Tom Brady High School Highlights_c96,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c13,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c14,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c17,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c18,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c19,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c20,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c21,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c22,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c23,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c24,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c25,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c26,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c27,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c28,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c29,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c30,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c31,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c32,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c33,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c34,40
train,American Football,Tyler1 High School Football Highlights - YouTube_c35,40
train,American Football,Tyreek Hill High School Highlights_c01,40
train,American Football,Tyreek Hill High School Highlights_c02,40
train,American Football,Tyreek Hill High School Highlights_c03,40
train,American Football,Tyreek Hill High School Highlights_c04,40
train,American Football,Tyreek Hill High School Highlights_c05,40
train,American Football,Tyreek Hill High School Highlights_c06,40
train,American Football,Tyreek Hill High School Highlights_c07,40
train,American Football,Tyreek Hill High School Highlights_c100,40
train,American Football,Tyreek Hill High School Highlights_c101,40
train,American Football,Tyreek Hill High School Highlights_c25,40
train,American Football,Tyreek Hill High School Highlights_c26,40
train,American Football,Tyreek Hill High School Highlights_c27,40
train,American Football,Tyreek Hill High School Highlights_c28,40
train,American Football,Tyreek Hill High School Highlights_c40,40
train,American Football,Tyreek Hill High School Highlights_c41,40
train,American Football,Tyreek Hill High School Highlights_c42,40
train,American Football,Tyreek Hill High School Highlights_c43,40
train,American Football,Tyreek Hill High School Highlights_c70,40
train,American Football,Tyreek Hill High School Highlights_c71,40
train,American Football,Tyreek Hill High School Highlights_c79,40
train,American Football,Tyreek Hill High School Highlights_c80,40
train,American Football,Tyreek Hill High School Highlights_c81,40
train,American Football,Tyreek Hill High School Highlights_c82,40
train,American Football,Tyreek Hill High School Highlights_c88,40
train,American Football,Tyreek Hill High School Highlights_c89,40
train,American Football,Tyreek Hill High School Highlights_c90,40
train,American Football,Tyreek Hill High School Highlights_c91,40
train,American Football,Tyreek Hill High School Highlights_c99,40
train,Baseball,Baseball_1,5228
train,Baseball,Baseball_10,1268
train,Baseball,Baseball_100,120
train,Baseball,Baseball_101,120
train,Baseball,Baseball_102,120
train,Baseball,Baseball_103,120
train,Baseball,Baseball_104,120
train,Baseball,Baseball_105,120
train,Baseball,Baseball_106,68
train,Baseball,Baseball_107,120
train,Baseball,Baseball_108,120
train,Baseball,Baseball_109,120
train,Baseball,Baseball_11,1320
train,Baseball,Baseball_110,120
train,Baseball,Baseball_111,120
train,Baseball,Baseball_112,120
train,Baseball,Baseball_113,120
train,Baseball,Baseball_114,120
train,Baseball,Baseball_115,120
train,Baseball,Baseball_116,120
train,Baseball,Baseball_117,120
train,Baseball,Baseball_118,120
train,Baseball,Baseball_119,120
train,Baseball,Baseball_12,1320
train,Baseball,Baseball_120,120
train,Baseball,Baseball_121,120
train,Baseball,Baseball_122,120
train,Baseball,Baseball_123,120
train,Baseball,Baseball_124,120
train,Baseball,Baseball_125,120
train,Baseball,Baseball_126,120
train,Baseball,Baseball_127,120
train,Baseball,Baseball_128,120
train,Baseball,Baseball_129,120
train,Baseball,Baseball_13,480
train,Baseball,Baseball_130,120
train,Baseball,Baseball_131,120
train,Baseball,Baseball_132,120
train,Baseball,Baseball_14,120
train,Baseball,Baseball_15,120
train,Baseball,Baseball_16,120
train,Baseball,Baseball_17,120
train,Baseball,Baseball_18,120
train,Baseball,Baseball_19,120
train,Baseball,Baseball_2,1320
train,Baseball,Baseball_20,120
train,Baseball,Baseball_21,120
train,Baseball,Baseball_22,120
train,Baseball,Baseball_23,120
train,Baseball,Baseball_24,120
train,Baseball,Baseball_25,120
train,Baseball,Baseball_26,120
train,Baseball,Baseball_27,120
train,Baseball,Baseball_28,120
train,Baseball,Baseball_29,120
train,Baseball,Baseball_3,1320
train,Baseball,Baseball_30,120
train,Baseball,Baseball_31,120
train,Baseball,Baseball_32,120
train,Baseball,Baseball_33,120
train,Baseball,Baseball_34,120
train,Baseball,Baseball_35,120
train,Baseball,Baseball_36,120
train,Baseball,Baseball_37,120
train,Baseball,Baseball_38,120
train,Baseball,Baseball_39,120
train,Baseball,Baseball_4,1320
train,Baseball,Baseball_40,120
train,Baseball,Baseball_41,120
train,Baseball,Baseball_42,120
train,Baseball,Baseball_43,120
train,Baseball,Baseball_44,120
train,Baseball,Baseball_45,120
train,Baseball,Baseball_46,120
train,Baseball,Baseball_47,120
train,Baseball,Baseball_48,120
train,Baseball,Baseball_49,120
train,Baseball,Baseball_5,1320
train,Baseball,Baseball_50,120
train,Baseball,Baseball_51,120
train,Baseball,Baseball_52,120
train,Baseball,Baseball_53,120
train,Baseball,Baseball_54,120
train,Baseball,Baseball_55,120
train,Baseball,Baseball_56,120
train,Baseball,Baseball_57,120
train,Baseball,Baseball_58,120
train,Baseball,Baseball_59,120
train,Baseball,Baseball_6,1320
train,Baseball,Baseball_60,120
train,Baseball,Baseball_61,120
train,Baseball,Baseball_62,120
train,Baseball,Baseball_63,120
train,Baseball,Baseball_64,120
train,Baseball,Baseball_65,120
train,Baseball,Baseball_66,120
train,Baseball,Baseball_67,120
train,Baseball,Baseball_68,120
train,Baseball,Baseball_69,120
train,Baseball,Baseball_7,1320
train,Baseball,Baseball_70,120
train,Baseball,Baseball_71,120
train,Baseball,Baseball_72,120
train,Baseball,Baseball_73,120
train,Baseball,Baseball_74,120
train,Baseball,Baseball_75,120
train,Baseball,Baseball_76,120
train,Baseball,Baseball_77,120
train,Baseball,Baseball_78,120
train,Baseball,Baseball_79,120
train,Baseball,Baseball_8,1320
train,Baseball,Baseball_80,120
train,Baseball,Baseball_81,120
train,Baseball,Baseball_82,120
train,Baseball,Baseball_83,120
train,Baseball,Baseball_84,120
train,Baseball,Baseball_85,120
train,Baseball,Baseball_86,120
train,Baseball,Baseball_87,120
train,Baseball,Baseball_88,120
train,Baseball,Baseball_89,120
train,Baseball,Baseball_9,1320
train,Baseball,Baseball_90,120
train,Baseball,Baseball_91,120
train,Baseball,Baseball_92,120
train,Baseball,Baseball_93,120
train,Baseball,Baseball_94,120
train,Baseball,Baseball_95,120
train,Baseball,Baseball_96,120
train,Baseball,Baseball_97,120
train,Baseball,Baseball_98,120
train,Baseball,Baseball_99,120
train,Basketball,Basketball_1,5270
train,Basketball,Basketball_10,1315
train,Basketball,Basketball_100,120
train,Basketball,Basketball_101,120
train,Basketball,Basketball_102,120
train,Basketball,Basketball_103,115
train,Basketball,Basketball_104,120
train,Basketball,Basketball_105,120
train,Basketball,Basketball_106,120
train,Basketball,Basketball_107,120
train,Basketball,Basketball_108,120
train,Basketball,Basketball_109,120
train,Basketball,Basketball_11,1320
train,Basketball,Basketball_110,120
train,Basketball,Basketball_111,120
train,Basketball,Basketball_112,120
train,Basketball,Basketball_113,120
train,Basketball,Basketball_114,120
train,Basketball,Basketball_115,120
train,Basketball,Basketball_116,120
train,Basketball,Basketball_117,120
train,Basketball,Basketball_118,120
train,Basketball,Basketball_119,120
train,Basketball,Basketball_12,1320
train,Basketball,Basketball_120,120
train,Basketball,Basketball_121,120
train,Basketball,Basketball_122,120
train,Basketball,Basketball_123,120
train,Basketball,Basketball_124,120
train,Basketball,Basketball_125,120
train,Basketball,Basketball_126,120
train,Basketball,Basketball_127,120
train,Basketball,Basketball_128,120
train,Basketball,Basketball_129,120
train,Basketball,Basketball_13,480
train,Basketball,Basketball_130,120
train,Basketball,Basketball_131,120
train,Basketball,Basketball_132,120
train,Basketball,Basketball_14,120
train,Basketball,Basketball_15,120
train,Basketball,Basketball_16,115
train,Basketball,Basketball_17,120
train,Basketball,Basketball_18,120
train,Basketball,Basketball_19,120
train,Basketball,Basketball_2,1320
train,Basketball,Basketball_20,120
train,Basketball,Basketball_21,120
train,Basketball,Basketball_22,120
train,Basketball,Basketball_23,120
train,Basketball,Basketball_24,120
train,Basketball,Basketball_25,120
train,Basketball,Basketball_26,120
train,Basketball,Basketball_27,120
train,Basketball,Basketball_28,120
train,Basketball,Basketball_29,120
train,Basketball,Basketball_3,1320
train,Basketball,Basketball_30,120
train,Basketball,Basketball_31,120
train,Basketball,Basketball_32,120
train,Basketball,Basketball_33,120
train,Basketball,Basketball_34,120
train,Basketball,Basketball_35,120
train,Basketball,Basketball_36,120
train,Basketball,Basketball_37,120
train,Basketball,Basketball_38,120
train,Basketball,Basketball_39,120
train,Basketball,Basketball_4,1320
train,Basketball,Basketball_40,120
train,Basketball,Basketball_41,120
train,Basketball,Basketball_42,120
train,Basketball,Basketball_43,120
train,Basketball,Basketball_44,120
train,Basketball,Basketball_45,120
train,Basketball,Basketball_46,120
train,Basketball,Basketball_47,120
train,Basketball,Basketball_48,120
train,Basketball,Basketball_49,120
train,Basketball,Basketball_5,1320
train,Basketball,Basketball_50,120
train,Basketball,Basketball_51,120
train,Basketball,Basketball_52,120
train,Basketball,Basketball_53,120
train,Basketball,Basketball_54,120
train,Basketball,Basketball_55,120
train,Basketball,Basketball_56,120
train,Basketball,Basketball_57,120
train,Basketball,Basketball_58,120
train,Basketball,Basketball_59,120
train,Basketball,Basketball_6,1320
train,Basketball,Basketball_60,120
train,Basketball,Basketball_61,120
train,Basketball,Basketball_62,120
train,Basketball,Basketball_63,120
train,Basketball,Basketball_64,120
train,Basketball,Basketball_65,120
train,Basketball,Basketball_66,120
train,Basketball,Basketball_67,120
train,Basketball,Basketball_68,120
train,Basketball,Basketball_69,120
train,Basketball,Basketball_7,1320
train,Basketball,Basketball_70,120
train,Basketball,Basketball_71,120
train,Basketball,Basketball_72,120
train,Basketball,Basketball_73,120
train,Basketball,Basketball_74,120
train,Basketball,Basketball_75,120
train,Basketball,Basketball_76,120
train,Basketball,Basketball_77,120
train,Basketball,Basketball_78,120
train,Basketball,Basketball_79,120
train,Basketball,Basketball_8,1320
train,Basketball,Basketball_80,120
train,Basketball,Basketball_81,120
train,Basketball,Basketball_82,120
train,Basketball,Basketball_83,120
train,Basketball,Basketball_84,120
train,Basketball,Basketball_85,120
train,Basketball,Basketball_86,120
train,Basketball,Basketball_87,120
train,Basketball,Basketball_88,120
train,Basketball,Basketball_89,120
train,Basketball,Basketball_9,1320
train,Basketball,Basketball_90,120
train,Basketball,Basketball_91,120
train,Basketball,Basketball_92,120
train,Basketball,Basketball_93,120
train,Basketball,Basketball_94,120
train,Basketball,Basketball_95,120
train,Basketball,Basketball_96,120
train,Basketball,Basketball_97,120
train,Basketball,Basketball_98,120
train,Basketball,Basketball_99,120
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c08,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c10,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c159,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c160,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c161,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c162,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c192,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c193,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c194,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c195,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c20,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c21,80
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c219,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c22,160
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c220,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c221,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c222,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c23,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c24,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c25,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c26,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c58,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c59,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c60,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c61,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c62,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c91,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c92,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c93,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c94,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c95,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c96,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c97,40
train,Football,Adam Knight - Hastings College Soccer Highlights 2016_c98,40
train,Football,Men's Soccer- Duke Highlights (Sept_c100,40
train,Football,Men's Soccer- Duke Highlights (Sept_c101,40
train,Football,Men's Soccer- Duke Highlights (Sept_c102,40
train,Football,Men's Soccer- Duke Highlights (Sept_c18,40
train,Football,Men's Soccer- Duke Highlights (Sept_c19,40
train,Football,Men's Soccer- Duke Highlights (Sept_c20,40
train,Football,Men's Soccer- Duke Highlights (Sept_c21,40
train,Football,Men's Soccer- Duke Highlights (Sept_c33,40
train,Football,Men's Soccer- Duke Highlights (Sept_c34,40
train,Football,Men's Soccer- Duke Highlights (Sept_c35,40
train,Football,Men's Soccer- Duke Highlights (Sept_c36,40
train,Football,Men's Soccer- Duke Highlights (Sept_c59,40
train,Football,Men's Soccer- Duke Highlights (Sept_c60,40
train,Football,Men's Soccer- Duke Highlights (Sept_c61,40
train,Football,Men's Soccer- Duke Highlights (Sept_c62,40
train,Football,Men's Soccer- Duke Highlights (Sept_c63,40
train,Football,Men's Soccer- Duke Highlights (Sept_c64,40
train,Football,Men's Soccer- Duke Highlights (Sept_c78,40
train,Football,Men's Soccer- Duke Highlights (Sept_c79,40
train,Football,Men's Soccer- Duke Highlights (Sept_c80,40
train,Football,Men's Soccer- Duke Highlights (Sept_c81,40
train,Football,Men's Soccer- Duke Highlights (Sept_c82,40
train,Football,Men's Soccer- Duke Highlights (Sept_c83,40
train,Football,Men's Soccer- Duke Highlights (Sept_c97,40
train,Football,Men's Soccer- Duke Highlights (Sept_c98,40
train,Football,Men's Soccer- Duke Highlights (Sept_c99,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c100,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c101,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c120,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c121,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c122,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c156,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c157,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c158,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c33,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c34,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c35,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c36,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c79,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c80,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c81,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c82,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c83,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c84,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c92,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c93,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c94,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c95,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c96,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c97,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c98,40
train,Football,NCAA Tournament Quarterfinal- Akron Zips Men's Soccer vs Creighton Highlights_c99,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c05,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c06,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c07,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c08,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c09,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c10,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c17,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c18,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c19,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c20,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c38,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c39,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c40,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c50,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c51,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c52,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c53,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c54,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c55,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c56,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c59,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c60,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c61,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c62,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c63,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c64,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c70,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c71,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c72,40
train,Football,WOMEN'S SOCCER- UCLA Highlights - NCAA_c73,40
train,Golf,Golf_1,4320
train,Golf,Golf_10,1200
train,Golf,Golf_100,120
train,Golf,Golf_101,120
train,Golf,Golf_102,120
train,Golf,Golf_103,120
train,Golf,Golf_105,120
train,Golf,Golf_106,120
train,Golf,Golf_107,120
train,Golf,Golf_108,120
train,Golf,Golf_109,120
train,Golf,Golf_110,120
train,Golf,Golf_112,120
train,Golf,Golf_113,120
train,Golf,Golf_114,120
train,Golf,Golf_115,120
train,Golf,Golf_116,120
train,Golf,Golf_117,120
train,Golf,Golf_118,120
train,Golf,Golf_12,1080
train,Golf,Golf_120,120
train,Golf,Golf_121,120
train,Golf,Golf_123,120
train,Golf,Golf_124,120
train,Golf,Golf_126,120
train,Golf,Golf_127,120
train,Golf,Golf_128,120
train,Golf,Golf_129,120
train,Golf,Golf_13,360
train,Golf,Golf_131,120
train,Golf,Golf_132,120
train,Golf,Golf_14,120
train,Golf,Golf_15,120
train,Golf,Golf_16,120
train,Golf,Golf_18,120
train,Golf,Golf_19,120
train,Golf,Golf_2,1320
train,Golf,Golf_20,120
train,Golf,Golf_21,120
train,Golf,Golf_22,120
train,Golf,Golf_23,120
train,Golf,Golf_24,120
train,Golf,Golf_25,120
train,Golf,Golf_26,120
train,Golf,Golf_27,120
train,Golf,Golf_28,120
train,Golf,Golf_29,120
train,Golf,Golf_3,1200
train,Golf,Golf_30,120
train,Golf,Golf_31,120
train,Golf,Golf_33,120
train,Golf,Golf_34,120
train,Golf,Golf_35,120
train,Golf,Golf_36,120
train,Golf,Golf_37,120
train,Golf,Golf_38,120
train,Golf,Golf_39,120
train,Golf,Golf_4,1080
train,Golf,Golf_41,120
train,Golf,Golf_42,120
train,Golf,Golf_43,120
train,Golf,Golf_44,120
train,Golf,Golf_46,120
train,Golf,Golf_47,120
train,Golf,Golf_48,120
train,Golf,Golf_49,120
train,Golf,Golf_5,1200
train,Golf,Golf_50,120
train,Golf,Golf_51,120
train,Golf,Golf_52,120
train,Golf,Golf_53,120
train,Golf,Golf_54,120
train,Golf,Golf_55,120
train,Golf,Golf_56,120
train,Golf,Golf_57,120
train,Golf,Golf_59,120
train,Golf,Golf_6,1080
train,Golf,Golf_60,120
train,Golf,Golf_62,120
train,Golf,Golf_63,120
train,Golf,Golf_64,120
train,Golf,Golf_65,120
train,Golf,Golf_66,120
train,Golf,Golf_68,120
train,Golf,Golf_69,120
train,Golf,Golf_7,1320
train,Golf,Golf_70,120
train,Golf,Golf_71,120
train,Golf,Golf_72,120
train,Golf,Golf_73,120
train,Golf,Golf_74,120
train,Golf,Golf_75,120
train,Golf,Golf_76,120
train,Golf,Golf_77,120
train,Golf,Golf_78,120
train,Golf,Golf_79,120
train,Golf,Golf_8,1080
train,Golf,Golf_81,120
train,Golf,Golf_82,120
train,Golf,Golf_83,120
train,Golf,Golf_84,120
train,Golf,Golf_85,120
train,Golf,Golf_87,120
train,Golf,Golf_88,120
train,Golf,Golf_89,120
train,Golf,Golf_9,1193
train,Golf,Golf_90,120
train,Golf,Golf_91,120
train,Golf,Golf_92,120
train,Golf,Golf_93,120
train,Golf,Golf_94,113
train,Golf,Golf_95,120
train,Golf,Golf_96,120
train,Golf,Golf_97,120
train,Golf,Golf_98,120
train,Swimming,v_BreastStroke_g01_c01,96
train,Swimming,v_BreastStroke_g01_c02,96
train,Swimming,v_BreastStroke_g01_c03,96
train,Swimming,v_BreastStroke_g02_c01,227
train,Swimming,v_BreastStroke_g02_c02,302
train,Swimming,v_BreastStroke_g02_c03,97
train,Swimming,v_BreastStroke_g03_c01,176
train,Swimming,v_BreastStroke_g03_c02,179
train,Swimming,v_BreastStroke_g03_c03,184
train,Swimming,v_BreastStroke_g04_c01,192
train,Swimming,v_BreastStroke_g04_c02,183
train,Swimming,v_BreastStroke_g04_c03,192
train,Swimming,v_BreastStroke_g05_c01,150
train,Swimming,v_BreastStroke_g05_c02,225
train,Swimming,v_BreastStroke_g05_c03,289
train,Swimming,v_BreastStroke_g06_c01,116
train,Swimming,v_BreastStroke_g06_c02,100
train,Swimming,v_BreastStroke_g06_c03,100
train,Swimming,v_BreastStroke_g07_c01,260
train,Swimming,v_BreastStroke_g07_c02,305
train,Swimming,v_BreastStroke_g07_c03,127
train,Swimming,v_BreastStroke_g08_c01,215
train,Swimming,v_BreastStroke_g08_c02,213
train,Swimming,v_BreastStroke_g09_c01,126
train,Swimming,v_BreastStroke_g09_c02,106
train,Swimming,v_BreastStroke_g10_c01,151
